TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
แคนน้อย,คำเขื่อนแก้ว,ยโสธร,15.594,104.347
ท่าหิน,สทิงพระ,สงขลา,7.395,100.419
ประทัดบุ,ปราสาท,สุรินทร์,14.727,103.341
ไผ่ชะเลือด,ศรีมโหสถ,ปราจีนบุรี,13.919,101.372
ดอนข่อย,กำแพงแสน,นครปฐม,14.022,100.035
นาข้าวเสีย,นาโยง,ตรัง,7.532,99.710
ดอนดั่ง,หนองสองห้อง,ขอนแก่น,15.770,102.788
อุ่มเม่า,โพนทอง,ร้อยเอ็ด,16.277,103.862
บอน,สำโรง,อุบลราชธานี,15.055,104.765
ทุ่งยางเมือง,คีรีมาศ,สุโขทัย,16.748,99.834
พระซอง,นาแก,นครพนม,17.021,104.551
บ้านช้าง,สองพี่น้อง,สุพรรณบุรี,14.234,100.206
โพธิ์แทน,องครักษ์,นครนายก,14.208,100.949
ศรีเตี้ย,บ้านโฮ่ง,ลำพูน,18.383,98.750
สามชุก,สามชุก,สุพรรณบุรี,14.763,100.095
เกาะพระทอง,คุระบุรี,พังงา,9.445,97.888
เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.442,103.574
เกาะโพธิ์,ปากพลี,นครนายก,14.156,101.231
นาคำ,คำเขื่อนแก้ว,ยโสธร,15.633,104.412
เชียงดา,สร้างคอม,อุดรธานี,17.859,103.027
ตูม,ปรางค์กู่,ศรีสะเกษ,14.903,104.009
หนองไผ่ล้อม,สำโรงทาบ,สุรินทร์,15.020,103.905
ชายนา,เสนา,พระนครศรีอยุธยา,14.258,100.348
เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,16.210,103.330
เด่นชัย,เด่นชัย,แพร่,17.973,100.040
ช้างเผือก,สุวรรณภูมิ,ร้อยเอ็ด,15.681,103.938
ทุ่งโป่ง,อุบลรัตน์,ขอนแก่น,16.731,102.676
จอมหมอกแก้ว,แม่ลาว,เชียงราย,19.757,99.747
เมืองน้อย,ธวัชบุรี,ร้อยเอ็ด,15.985,103.764
สระแก้ว,ลาดยาว,นครสวรรค์,15.784,99.803
บ้านเกาะ,พรหมคีรี,นครศรีธรรมราช,8.539,99.814
ประทาย,ประทาย,นครราชสีมา,15.536,102.724
เกาะสาหร่าย,เมืองสตูล,สตูล,6.541,99.299
บางคลาน,โพทะเล,พิจิตร,16.001,100.286
เวียงเหนือ,กันทรลักษ์,ศรีสะเกษ,14.637,104.686
เหล่าบัวบาน,เชียงยืน,มหาสารคาม,16.367,103.012
ดอนมะนาว,สองพี่น้อง,สุพรรณบุรี,14.166,100.011
ดอนโพธิ์ทอง,เมืองสุพรรณบุรี,สุพรรณบุรี,14.426,100.032
ดอนทอง,หนองโดน,สระบุรี,14.664,100.654
ป่งขาม,ว่านใหญ่,มุกดาหาร,16.763,104.729
โคกสำโรง,โคกสำโรง,ลพบุรี,15.071,100.713
โพนข่า,เมืองศรีสะเกษ,ศรีสะเกษ,15.055,104.385
ศรีโพธิ์เงิน,ป่าแดด,เชียงราย,19.435,99.934
หนองน้ำใส,บ้านไผ่,ขอนแก่น,16.042,102.760
หนองปรือ,พนัสนิคม,ชลบุรี,13.511,101.254
โนนแหลมทอง,สหัสขันธ์,กาฬสินธุ์,16.751,103.619
หนองคันทรง,เมืองตราด,ตราด,12.194,102.542
หนองกง,นางรอง,บุรีรัมย์,14.674,102.896
โพนงาม,กมลาไสย,กาฬสินธุ์,16.316,103.658
บ้านพร้าว,บ้านนา,นครนายก,14.222,101.101
ฆะมัง,เมืองพิจิตร,พิจิตร,16.369,100.373
บางกะไชย,แหลมสิงห์,จันทบุรี,12.530,102.024
บ้านใหม่,บางใหญ่,นนทบุรี,13.861,100.333
บางปลาม้า,บางปลาม้า,สุพรรณบุรี,14.402,100.102
พนมวังก์,ควนขนุน,พัทลุง,7.684,100.023
ทุ่งสว่าง,ประทาย,นครราชสีมา,15.493,102.686
หว้านใหญ่,ว่านใหญ่,มุกดาหาร,16.716,104.728
เขาสวนกวาง,เขาสวนกวาง,ขอนแก่น,16.861,102.840
สะพุง,ศรีรัตนะ,ศรีสะเกษ,14.828,104.474
โนนทองอินทร์,กู่แก้ว,อุดรธานี,17.197,103.177
บางงาม,ศรีประจันต์,สุพรรณบุรี,14.601,100.097
ท่าผา,บ้านโป่ง,ราชบุรี,13.865,99.865
วังหงษ์,เมืองแพร่,แพร่,18.246,100.139
กลางเวียง,เวียงสา,น่าน,18.577,100.740
ถ้ำน้ำผุด,เมืองพังงา,พังงา,8.427,98.527
นาโต๊ะหมิง,เมืองตรัง,ตรัง,7.556,99.527
ลำสนธิ,ลำสนธิ,ลพบุรี,15.341,101.362
ดอนตะโก,ท่าศาลา,นครศรีธรรมราช,8.560,99.903
ปงแสนทอง,เมืองลำปาง,ลำปาง,18.268,99.432
องครักษ์,องครักษ์,นครนายก,14.107,101.005
หันนางาม,ศรีบุญเรือง,หนองบัวลำภู,16.985,102.246
ลำไทร,ลำลูกกา,ปทุมธานี,13.973,100.861
คลองปูน,แกลง,ระยอง,12.765,101.750
ย่านยาว,สามชุก,สุพรรณบุรี,14.710,100.112
โคกเหล็ก,ห้วยราช,บุรีรัมย์,15.023,103.230
เหมืองจี้,เมืองลำพูน,ลำพูน,18.468,98.971
สระพัฒนา,กำแพงแสน,นครปฐม,14.096,100.043
สามง่ามท่าโบสถ์,หันคา,ชัยนาท,15.065,100.026
คลองจินดา,สามพราน,นครปฐม,13.677,100.092
นาหอ,ด่านซ้าย,เลย,17.331,101.142
ไม้เรียง,ฉวาง,นครศรีธรรมราช,8.457,99.477
หมูม่น,เมืองอุดรธานี,อุดรธานี,17.469,102.771
หนองขนาน,เมืองเพชรบุรี,เพชรบุรี,12.995,100.013
เกาะเปียะ,ย่านตาขาว,ตรัง,7.453,99.701
ควนเกย,ร่อนพิบูลย์,นครศรีธรรมราช,8.140,99.900
ป่าซาง,ดอกคำใต้,พะเยา,19.284,100.084
ขามป้อม,สำโรง,อุบลราชธานี,14.981,104.821
แคนใหญ่,เมืองร้อยเอ็ด,ร้อยเอ็ด,15.897,103.672
ตาลเดี่ยว,แก่งคอย,สระบุรี,14.552,101.015
นาโพธิ์,ทุ่งสง,นครศรีธรรมราช,8.209,99.574
บางขันหมาก,เมืองลพบุรี,ลพบุรี,14.820,100.583
บ้านป่า,แก่งคอย,สระบุรี,14.622,101.029
บ้านขาว,ระโนด,สงขลา,7.761,100.247
ชัยนาท,เมืองชัยนาท,ชัยนาท,15.129,100.151
วังจั่น,โคกสำโรง,ลพบุรี,15.102,100.673
วังน้ำเย็น,บางปลาม้า,สุพรรณบุรี,14.377,100.015
หนองสนิท,จอมพระ,สุรินทร์,15.160,103.655
ลำห้วยหลัว,สมเด็จ,กาฬสินธุ์,16.732,103.815
ไทยบุรี,ท่าศาลา,นครศรีธรรมราช,8.665,99.879
วังงิ้วใต้,ดงเจริญ,พิจิตร,16.028,100.648
กระหวัน,ขุนหาญ,ศรีสะเกษ,14.673,104.414
ปราสาทเยอ,ไพรบึง,ศรีสะเกษ,14.811,104.364
ลำนารายณ์,ชัยบาดาล,ลพบุรี,15.214,101.146
กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.401,99.868
หนองบัว,นิคมน้ำอูน,สกลนคร,17.148,103.827
บางมะพร้าว,หลังสวน,ชุมพร,9.918,99.147
เวียง,ไชยา,สุราษฎร์ธานี,9.388,99.148
สุขเกษม,ปักธงชัย,นครราชสีมา,14.667,101.939
อุ่มเม่า,ยางตลาด,กาฬสินธุ์,16.398,103.464
